RAh,RAm,RAs,DEg,DEm,Des,Mag,Name
12,53,49.0, -60,22,36, 5.90, KA CRU
13,12,48.9, -66,13,37, 5.90,
13,37,23.6, -46,25,42, 5.90,
13,53,10.2, +28,38,53, 5.90,
14,18,38.2, -18,42,58, 5.90,
15,27,51.3, +60,40,13, 5.90,
16,04,36.6, -37,51,47, 5.90,
17,52,13.5, -34,47,57, 5.90,
18,07,49.4, +26,06,05, 5.90, 100 HER
18,29,35.6, +23,51,58, 5.90,
18,46,28.4, -00.001,57,42, 5.90, 5 AQL
20,23,44.3, +37,28,35, 5.90,
20,56,25.8, +49,11,45, 5.90,
21,03,47.6, +53,17,08, 5.90,
21,55,11.5, -61,53,12, 5.90,
22,41,57.3, +14,30,59, 5.90,
22,48,10.8, +37,25,00, 5.90,
22,51, 2.1, +85,22,26, 5.90,
23,49,40.8, +36,25,31, 5.90,
00,40,42.3, -04,21,07, 5.91,
01,24,20.5, -06,54,53, 5.91,
01,48,26.0, +03,41,07, 5.91,
02,14,31.9, -41,10,01, 5.91,
02,55,48.4, +18,19,54, 5.91, RH2 ARI
03,18, 2.8, -28,47,49, 5.91,
03,46, 9.4, +06,48,11, 5.91,
03,48,38.8, +00,13,40, 5.91,
04,22,22.7, +20,49,17, 5.91,
05,12,48.1, -06,03,26, 5.91,
06,15, 8.5, +13,51,04, 5.91,
06,15, 8.3, -20,16,20, 5.91,
07,07,22.3, +34,00,34, 5.91,
07,19,47.7, +07,08,35, 5.91,
07,36,34.6, +05,51,42, 5.91,
07,50,23.8, -50,30,35, 5.91,
08,39,17.6, +52,42,42, 5.91,
08,52,38.6, -48,21,33, 5.91,
09,28,30.7, -66,42,07, 5.91,
09,33,26.1, -22,51,49, 5.91,
10,10, 7.5, -08,24,30, 5.91, 17 SEX
10,32,33.5, -44,37,07, 5.91,
10,38, 2.5, -57,15,22, 5.91,
10,49,24.1, -59,19,25, 5.91,
10,55,42.4, +00,44,13, 5.91, 55 LEO
10,57, 7.8, -50,45,56, 5.91,
11,18,54.9, +01,39,02, 5.91, 76 LEO
11,54,59.8, -63,16,44, 5.91,
13,09,47.8, +16,50,55, 5.91,
13,11,51.6, -69,56,31, 5.91,
13,10, 3.1, +38,29,56, 5.91, 17 CVN
13,34,40.4, -13,12,52, 5.91,
13,47,27.7, -50,14,59, 5.91,
13,42,39.0, +78,03,51, 5.91,
13,56,27.8, +01,03,02, 5.91, 92 VIR
13,59,17.2, -50,22,12, 5.91,
14,13,40.7, -00.001,50,44, 5.91,
14,38,13.9, +18,17,53, 5.91,
14,40,42.3, +13,32,03, 5.91,
14,48,44.3, -66,35,38, 5.91,
15,11, 8.2, -84,47,15, 5.91, OM OCT
16,08,58.8, +03,27,16, 5.91,
16,19,11.1, +49,02,18, 5.91,
16,41,23.3, -68,17,46, 5.91, ET1 TRA
16,39, 5.1, -37,13,01, 5.91,
16,49,34.5, +13,15,40, 5.91,
17,03,50.7, -38,09,08, 5.91,
17,19,12.3, -59,41,40, 5.91,
17,18,57.1, -34,59,23, 5.91,
18,49,45.8, +32,48,46, 5.91, NY1 LYR
19,20,15.9, +57,38,43, 5.91,
19,45,39.8, +07,36,48, 5.91, YP AQL
19,52, 7.1, +47,55,55, 5.91,
20,00,58.8, +08,33,29, 5.91,
20,16, 0.5, +45,34,46, 5.91,
20,38,18.5, -81,17,20, 5.91,
20,29,27.0, +56,04,06, 5.91,
20,38,35.0, +23,40,50, 5.91,
21,05,29.2, +78,07,35, 5.91,
22,55, 2.6, +37,04,37, 5.91,
01,03,36.9, +61,04,31, 5.92,
01,12,45.3, -37,51,24, 5.92,
01,36,27.2, +48,43,22, 5.92,
02,22,54.6, -51,05,32, 5.92,
02,30,32.3, +25,14,06, 5.92,
02,50,14.7, -35,50,37, 5.92, ET2 FOR
02,53,34.2, -38,26,13, 5.92, PS FOR
03,34,26.6, +24,27,53, 5.92, 7 TAU
04,20,14.3, +41,48,29, 5.92,
04,38,15.7, +20,41,05, 5.92,
05,01,50.4, +00,43,19, 5.92,
05,54,56.6, +19,44,58, 5.92, 57 ORI
06,16, 7.6, -16,37,04, 5.92,
06,40,32.6, +71,44,55, 5.92,
06,45,22.8, -31,47,38, 5.92,
06,56,25.7, +09,57,23, 5.92,
07,12,12.1, -25,56,33, 5.92, 26 CMA
07,17,33.7, +52,07,51, 5.92,
07,36,46.9, +55,45,18, 5.92,
07,37,53.9, +48,46,25, 5.92,
07,46,40.1, +65,27,21, 5.92, 51 CAM
09,13,34.5, -47,20,19, 5.92,
09,28,47.0, -62,16,23, 5.92,
10,38,59.4, -58,49,01, 5.92,
10,55,17.2, -60,31,01, 5.92,
12,12,22.0, -62,57,03, 5.92,
12,21,57.5, -56,22,29, 5.92,
14,03,26.2, -56,12,49, 5.92,
14,32,32.5, +22,15,36, 5.92, 26 BOO
15,46,34.7, +55,28,29, 5.92,
16,06, 6.3, -23,36,23, 5.92,
16,14,22.2, -33,00,41, 5.92,
16,25,35.0, -23,26,46, 5.92, RH OPH
16,41,36.6, +26,55,01, 5.92, 39 HER
17,27,12.3, -50,37,49, 5.92,
17,50,28.1, -53,36,44, 5.92,
18,27,49.4, -29,48,59, 5.92,
19,14,39.5, -45,11,36, 5.92,
19,44,18.4, +69,20,13, 5.92,
19,52,11.9, -19,02,42, 5.92, 57 SGR
19,59,20.4, +45,46,20, 5.92,
20,12, 0.6, +26,28,44, 5.92, 20 VUL
22,12, 7.9, +24,57,00, 5.92,
22,50,21.7, +41,57,13, 5.92, 14 LAC
23,16,39.6, -44,29,21, 5.92,
00,33,10.3, +54,53,42, 5.93,
00,35,32.7, -00.001,30,20, 5.93, 14 CET
00,48,17.3, +07,18,00, 5.93, 62 PSC
01,25, 5.3, -64,22,10, 5.93,
01,30,22.8, -26,12,28, 5.93,
02,03,48.1, -00.001,20,25, 5.93, 61 CET
02,11,35.8, -01,49,32, 5.93, 63 CET
03,12,25.7, -44,25,10, 5.93,
03,21,52.6, +49,04,15, 5.93,
03,26,22.4, -27,19,03, 5.93,
03,53,33.3, -46,53,37, 5.93,
04,00,40.6, -30,29,26, 5.93,
05,34, 4.0, -01,28,14, 5.93,
05,41, 5.5, +00,20,16, 5.93,
06,04,40.1, -45,04,44, 5.93,
06,09,32.3, +22,11,24, 5.93,
06,30,11.1, -10,04,54, 5.93,
06,30,46.3, -27,46,12, 5.93,
06,46,32.4, +08,35,14, 5.93, 16 MON
07,03,30.4, +29,20,14, 5.93,
07,05,18.3, +22,38,14, 5.93, 44 GEM
07,26,56.2, +20,15,26, 5.93, 61 GEM
07,40,13.5, -19,39,39, 5.93,
07,49,14.6, -35,14,36, 5.93,
09,08,51.0, +33,52,55, 5.93,
09,31,32.2, -31,52,18, 5.93, ZE2 ANT
09,57,13.5, +57,25,05, 5.93,
09,53,50.1, -51,08,49, 5.93,
10,48,40.5, -01,57,32, 5.93,
10,53,30.7, +69,51,13, 5.93,
10,54,29.6, -61,49,36, 5.93,
11,55,40.1, -28,28,37, 5.93,
12,43,38.0, -01,34,37, 5.93,
12,53, 3.8, -54,57,08, 5.93,
12,56,31.6, -72,11,07, 5.93,
15,00,11.8, -77,09,36, 5.93,
14,59,23.0, +04,34,04, 5.93,
15,36,29.2, +16,07,08, 5.93, TA5 SER
16,02, 5.4, +52,54,57, 5.93,
17,03,39.2, +13,36,19, 5.93,
17,22,54.8, -37,13,14, 5.93,
17,37,27.1, -50,03,36, 5.93,
18,56, 0.5, -23,10,25, 5.93,
19,03,57.3, -51,01,07, 5.93,
19,12,36.6, +21,33,16, 5.93,
19,25, 4.0, -29,18,33, 5.93,
20,17,31.1, +66,51,14, 5.93,
20,22,45.2, +41,01,34, 5.93,
20,46, 9.9, -21,30,50, 5.93, 17 CAP
21,28,59.8, +22,10,46, 5.93,
21,58,53.3, +62,41,54, 5.93,
22,23,32.0, -07,11,40, 5.93,
22,40,18.3, +53,50,46, 5.93,
23,19,23.9, -18,04,31, 5.93,
23,52,55.5, -03,09,20, 5.93, 24 PSC
00,07,46.7, -22,30,32, 5.94,
00,13,42.1, -26,01,19, 5.94,
00,30,19.8, +59,58,39, 5.94,
00,44,57.0, -42,40,37, 5.94,
01,11,43.4, -02,15,04, 5.94, 34 CET
01,38,27.3, -36,31,42, 5.94,
01,48,38.8, +37,57,10, 5.94,
01,50,51.9, +11,02,36, 5.94,
01,50,54.3, -50,12,23, 5.94,
02,02,35.1, +13,28,36, 5.94,
03,30,45.2, +06,11,20, 5.94,
04,17,19.1, -06,28,19, 5.94,
04,33,30.7, +72,31,44, 5.94,
04,25, 5.3, -61,14,19, 5.94,
05,02,22.7, -31,46,17, 5.94,
05,24,38.5, +31,08,35, 5.94,
05,26,48.8, +34,23,30, 5.94,
05,30,26.0, +15,21,37, 5.94,
05,37, 4.3, +11,02,06, 5.94,
05,46,30.4, +56,06,56, 5.94, 26 CAM
05,52,20.3, -57,09,22, 5.94,
06,22, 3.6, +59,22,20, 5.94, 4 LYN
06,37,41.4, +61,28,52, 5.94, 8 LYN
07,02,25.5, +17,45,21, 5.94,
07,14,57.1, -41,25,33, 5.94,
07,41,35.2, +03,37,29, 5.94,
08,10, 3.7, +58,14,53, 5.94,
08,38,18.9, +32,48,07, 5.94,
09,32,55.7, -13,31,02, 5.94,
09,39,28.1, +67,16,19, 5.94,
10,02, 0.0, -60,25,15, 5.94,
11,27, 9.4, -12,21,25, 5.94, KA CRT
11,30,31.0, +43,10,23, 5.94, 58 UMA
13,09,45.2, -10,19,46, 5.94, 50 VIR
13,46,18.9, +38,30,14, 5.94,
14,19,23.8, -37,00,12, 5.94,
14,29,50.4, +00,49,44, 5.94,
14,47, 5.0, -38,17,27, 5.94,
15,44,22.5, -41,49,10, 5.94,
15,55, 0.2, -19,22,59, 5.94, 47 LIB
16,19, 0.3, -14,52,21, 5.94,
16,24,39.6, -29,42,17, 5.94,
16,54, 0.3, -57,54,34, 5.94,
16,56,28.6, -52,17,02, 5.94,
17,18,23.1, +38,48,41, 5.94,
17,28,38.6, -55,10,11, 5.94,
17,26,46.0, +34,41,45, 5.94,
17,37,36.0, -15,34,16, 5.94,
17,47,36.7, -14,43,33, 5.94,
18,03, 4.8, -08,10,50, 5.94, TA OPH
18,31,56.9, -01,00,11, 5.94, 61 SER
18,37,54.3, -21,23,52, 5.94,
19,42,44.4, +32,25,35, 5.94,
19,50,13.7, -47,33,26, 5.94,
20,29,53.8, -18,35,00, 5.94, OK CAP
21,02,27.1, -38,31,51, 5.94,
21,05,26.6, +05,57,30, 5.94, 4 EQU
21,25,46.9, +36,40,03, 5.94, 69 CYG
21,44,31.5, +14,46,22, 5.94,
22,41,36.0, +41,32,58, 5.94,
23,01,31.6, -04,42,41, 5.94,
23,10,27.1, +43,32,40, 5.94, 6 AND
23,50,14.6, -09,58,27, 5.94,
01,10,33.5, +02,26,44, 5.95, 33 CET
02,44,49.6, +67,49,29, 5.95,
02,53,35.3, -22,22,35, 5.95,
03,00,44.1, +10,52,14, 5.95,
03,11,42.3, +81,28,15, 5.95,
04,09, 1.5, +13,23,54, 5.95,
05,00,18.2, +39,23,41, 5.95, 5 AUR
05,46,34.9, +01,10,05, 5.95,
07,15,43.0, -10,35,02, 5.95,
07,27,42.9, -22,51,35, 5.95,
08,01,37.3, -37,17,01, 5.95,
08,04,42.4, -50,35,27, 5.95,
08,28,37.3, +14,12,39, 5.95, 29 CNC
08,52,35.8, +28,19,51, 5.95, RH1 CNC
09,05,24.1, +48,31,49, 5.95,
09,10,38.6, +30,57,47, 5.95,
09,53,42.8, +05,57,30, 5.95,
10,24,59.4, -58,34,34, 5.95,
10,51, 5.4, -03,05,33, 5.95,
11,03,36.5, -00.001,00,04, 5.95, 62 LEO
11,32,47.4, -07,49,39, 5.95,
11,34,42.4, +16,47,49, 5.95, 90 LEO
12,09,41.2, +01,53,52, 5.95, 10 VIR
12,25,11.6, -11,36,37, 5.95,
12,31,55.8, -63,30,22, 5.95,
12,44,59.4, +39,16,44, 5.95, 10 CVN
13,46,43.2, +25,42,08, 5.95, 3 BOO
13,55,39.2, -82,39,58, 5.95,
14,24, 0.8, +08,14,37, 5.95,
15,15,53.7, -48,04,27, 5.95,
15,41,54.8, -76,04,54, 5.95,
15,39,56.3, -59,54,30, 5.95,
17,31,22.9, -56,55,14, 5.95,
17,41,32.2, +06,18,46, 5.95,
17,52,35.3, +01,18,18, 5.95,
18,06,23.6, -36,01,11, 5.95,
18,10,31.6, +54,17,12, 5.95,
18,15,12.8, -20,23,17, 5.95, 16 SGR
18,29,19.3, -80,13,57, 5.95,
18,15,16.9, +68,45,21, 5.95, 37 DRA
19,47,48.5, +25,23,02, 5.95,
20,00,15.8, -37,42,08, 5.95,
20,20, 0.1, +13,32,53, 5.95,
20,40, 3.0, +43,27,31, 5.95,
21,15,42.1, +77,00,44, 5.95,
21,44,53.2, +62,27,38, 5.95,
22,03, 3.4, -76,07,06, 5.95,
22,11,51.2, +16,02,26, 5.95,
22,19, 0.7, -13,18,18, 5.95, 45 AQR
22,29,46.0, -27,06,27, 5.95,
22,44, 5.1, +39,27,56, 5.95,
23,39,10.3, +75,17,35, 5.95,
23,46,36.6, +66,46,57, 5.95,
00,06,15.9, +58,26,12, 5.96,
01,26,18.5, +43,27,28, 5.96,
02,12,37.5, +24,10,04, 5.96,
03,17,45.7, +39,17,01, 5.96,
03,25,36.2, -69,20,12, 5.96,
03,31,20.7, +27,34,19, 5.96,
03,39, 1.0, -05,37,34, 5.96, 21 ERI
04,28,38.9, -19,27,30, 5.96,
04,30,40.3, -35,39,13, 5.96,
05,04,39.8, +74,04,02, 5.96,
05,16,18.2, +34,18,43, 5.96,
05,18,50.4, -18,07,49, 5.96,
05,39,18.4, +29,12,55, 5.96,
05,38,37.8, -06,34,26, 5.96,
05,56,14.2, -22,50,25, 5.96,
06,01,42.9, +48,57,35, 5.96,
06,51,42.3, -36,13,49, 5.96,
07,00,23.7, -08,24,25, 5.96,
07,07,13.3, -51,58,04, 5.96,
07,12,25.6, -36,32,40, 5.96,
07,30,30.9, -54,23,56, 5.96,
08,22,53.9, -07,32,36, 5.96,
08,33,38.2, -38,50,56, 5.96,
08,35,28.7, -26,50,37, 5.96,
08,56,34.0, -16,42,34, 5.96,
09,15,52.6, +72,56,46, 5.96,
10,18,28.2, -41,40,06, 5.96,
11,37,48.4, -67,37,13, 5.96,
11,40,42.6, -53,58,06, 5.96,
11,59,17.5, +33,10,02, 5.96,
12,04,57.1, -60,58,09, 5.96,
13,01, 9.6, +17,07,23, 5.96, 38 COM
13,49,45.4, +61,29,21, 5.96,
15,06,33.2, -30,55,07, 5.96,
16,44,39.6, -53,09,07, 5.96,
16,53,42.3, -43,03,03, 5.96,
17,15,35.8, -38,35,38, 5.96,
17,15,41.5, +23,44,34, 5.96,
17,51,32.6, -40,46,21, 5.96,
17,53,54.8, -34,45,09, 5.96,
17,54,27.1, -34,27,59, 5.96,
18,29,46.7, -14,34,54, 5.96,
19,31,10.8, -68,26,02, 5.96,
19,33,41.5, +49,15,45, 5.96,
19,41,48.8, +50,31,31, 5.96, 16 CYG
19,58,28.6, +63,32,03, 5.96,
20,03,16.3, +18,30,02, 5.96,
20,39, 4.9, +15,50,17, 5.96,
20,29,27.4, +81,05,29, 5.96, 74 DRA
20,56,34.6, +44,55,30, 5.96,
21,13,18.8, -36,25,26, 5.96,
21,18,52.0, +11,12,12, 5.96,
22,04,36.7, -26,49,20, 5.96,
23,34,49.3, -15,14,45, 5.96,
23,49,39.3, +28,50,33, 5.96, 79 PEG
00,21,28.6, -77,25,37, 5.97,
00,58,31.0, +66,21,08, 5.97,
01,23,24.9, +20,28,09, 5.97,
01,39,40.7, +16,24,21, 5.97, 105 PSC
02,56,13.7, +08,22,54, 5.97,
03,53,10.0, +17,19,38, 5.97,
04,46,44.4, +40,18,46, 5.97,
04,52,47.1, +27,53,51, 5.97,
05,07,24.9, -12,29,26, 5.97,
05,48,34.9, -04,05,40, 5.97,
05,50,13.1, +04,25,23, 5.97,
05,52, 7.5, -09,02,29, 5.97,
06,28,14.5, +70,32,08, 5.97,
06,36,46.6, -13,19,15, 5.97,
06,39,47.5, +12,58,59, 5.97,
06,58,56.9, +03,36,08, 5.97,
07,03,17.8, +09,08,18, 5.97,
07,15,21.0, -52,29,59, 5.97,
07,25,51.0, -05,46,30, 5.97,
08,25,51.7, -64,36,03, 5.97,
09,15,14.3, +34,38,01, 5.97,
09,17,31.2, +46,49,02, 5.97,
09,49,28.0, -37,11,11, 5.97,
10,16,32.2, +23,30,11, 5.97, 35 LEO
10,23,26.4, -04,04,27, 5.97, 25 SEX
10,41,51.4, -79,46,59, 5.97,
12,20,10.6, -22,10,32, 5.97,
13,26,11.3, -01,11,33, 5.97,
14,00,52.2, -66,16,07, 5.97,
14,31,10.7, -38,52,11, 5.97,
15,35,16.1, +53,55,19, 5.97,
16,09,11.1, +06,22,44, 5.97,
17,00,36.8, -35,56,03, 5.97,
17,08,47.6, -30,24,14, 5.97,
17,57, 4.2, +00,03,59, 5.97,
18,03,52.3, -24,21,38, 5.97, 9 SGR
19,06,55.5, -48,17,57, 5.97,
19,05,41.0, -15,39,37, 5.97,
19,40, 7.0, -23,25,43, 5.97,
21,01,12.7, +36,01,35, 5.97,
21,32,14.5, -33,56,41, 5.97, 6 PSA
21,24,49.5, +80,31,29, 5.97,
22,35,36.4, -23,59,28, 5.97,
22,40,49.0, -57,25,20, 5.97,
22,51,20.9, -29,32,11, 5.97, 21 PSA
23,02,44.2, -20,52,14, 5.97,
23,39,55.0, +09,40,38, 5.97,
23,57, 3.5, +42,39,30, 5.97,
23,57,19.6, -62,57,23, 5.97,
00,27,14.6, -25,32,50, 5.98,
00,42,41.8, -60,15,45, 5.98,
00,58,14.3, +33,57,05, 5.98,
01,02,54.2, +41,20,43, 5.98, 39 AND
01,14, 7.6, +16,08,01, 5.98, 87 PSC
02,09,25.2, +81,17,46, 5.98,
02,18, 4.4, +57,31,00, 5.98, 7 PER
02,41,33.9, -14,32,59, 5.98,
03,10,38.8, +11,52,21, 5.98,
03,33,38.9, +54,58,29, 5.98,
04,24,57.1, +19,02,30, 5.98,
05,50,29.9, +02,01,28, 5.98,
05,52,39.9, +33,55,02, 5.98,
06,01,10.1, +31,02,05, 5.98,
06,25,13.0, +07,05,09, 5.98,
06,23,37.6, -52,10,52, 5.98,
07,03,51.6, +12,35,40, 5.98,
08,20,40.3, +72,24,26, 5.98,
08,18,23.8, -12,37,55, 5.98,
08,20,32.1, +24,01,20, 5.98, LA CNC
08,25,55.5, -14,55,48, 5.98,
08,24,57.1, -42,46,10, 5.98,
09,08,47.3, +26,37,45, 5.98, 75 CNC
09,37,28.2, -36,05,45, 5.98,
10,10,37.8, -41,42,54, 5.98,
11,22,51.2, +64,19,49, 5.98,
11,34,29.4, -32,49,53, 5.98,
11,43,27.2, -37,11,25, 5.98,
12,41,16.1, -13,00,54, 5.98,
12,51,56.7, -39,40,50, 5.98,
13,37, 5.9, -44,08,35, 5.98,
13,42,54.9, -41,24,04, 5.98,
13,43,39.9, -42,04,03, 5.98,
13,42,43.4, +34,59,20, 5.98,
13,42,23.0, +82,45,08, 5.98,
14,16, 4.1, +18,54,43, 5.98,
15,10, 7.4, -38,47,33, 5.98,
15,22,37.1, +62,02,50, 5.98,
16,14,33.2, +73,23,41, 5.98,
17,06,20.2, -37,13,39, 5.98,
17,25,54.3, +16,55,02, 5.98,
17,50,48.3, +22,18,59, 5.98,
19,11,45.9, +31,17,01, 5.98, 19 LYR
19,21,40.0, +79,36,10, 5.98,
19,36,52.4, +11,16,24, 5.98,
20,49,37.7, +12,32,43, 5.98, 15 DEL
21,17,14.1, +55,47,53, 5.98,
22,27,46.1, +31,50,25, 5.98,
22,42,36.8, -47,12,39, 5.98,
23,27,40.3, +25,10,02, 5.98, 69 PEG
23,39,21.1, +74,00,10, 5.98,
00,08,17.3, -08,49,26, 5.99,
00,47,23.5, +06,44,27, 5.99, 60 PSC
01,04, 2.4, +52,30,08, 5.99,
01,41,39.1, +30,02,50, 5.99,
03,29,39.0, -06,48,18, 5.99,
03,30,37.0, -47,22,31, 5.99,
04,23,32.3, +20,58,56, 5.99,
04,41,50.2, +38,16,49, 5.99,
04,54,50.6, +00,28,03, 5.99,
05,19,23.7, -27,22,08, 5.99,
05,56,28.0, +09,30,35, 5.99,
06,15,29.6, -04,54,55, 5.99,
06,15,17.5, -18,28,36, 5.99,
07,22, 3.4, +00,10,38, 5.99,
07,51,56.7, +19,19,31, 5.99,
07,58,31.4, +16,31,07, 5.99,
08,01,30.2, +16,27,19, 5.99, 5 CNC
07,59, 1.7, -45,12,58, 5.99,
08,06,18.3, +22,38,08, 5.99, MY1 CNC
08,29,45.5, -46,19,55, 5.99,
08,35,50.9, +06,37,12, 5.99,
08,52,11.6, +45,18,45, 5.99,
08,52, 9.9, +42,00,09, 5.99,
09,24, 5.7, -61,38,56, 5.99,
10,53,42.0, -70,43,13, 5.99,
11,19,16.5, -64,34,57, 5.99,
13,00,35.8, -03,22,07, 5.99, 46 VIR
13,07,24.1, -59,51,38, 5.99,
13,06,21.1, +21,09,12, 5.99, 39 COM
14,01,20.4, +08,53,43, 5.99,
15,14, 6.0, +31,47,17, 5.99,
16,43,51.6, +34,02,19, 5.99,
16,43, 5.8, +77,30,50, 5.99,
17,08,14.8, -17,36,33, 5.99,
17,15,20.2, -14,35,02, 5.99,
17,41,21.6, +51,49,05, 5.99,
18,00,36.3, +33,12,50, 5.99,
18,18, 7.6, +18,07,53, 5.99,
18,19,52.0, +29,39,58, 5.99,
18,44,18.0, +61,02,53, 5.99,
18,49,40.8, -05,54,46, 5.99,
20,08, 1.7, -00.001,40,42, 5.99, 64 AQL
20,41,16.1, +14,34,59, 5.99, 10 DEL
20,51,25.6, -05,37,35, 5.99, 4 AQR
21,00, 3.8, +07,30,59, 5.99,
21,13,21.4, +81,13,51, 5.99,
21,22,56.1, -09,19,10, 5.99, 17 AQR
21,44, 0.9, -14,44,58, 5.99, 45 CAP
23,07,28.7, +21,08,03, 5.99,
13,33, 0.6, -07,11,42, 6.0 ,
00,55,58.4, +27,12,34, 6.00, 67 PSC
01,04,52.5, +05,39,23, 6.00, 73 PSC
02,02,52.6, +64,54,06, 6.00, 52 CAS
02,30,45.1, +00,15,19, 6.00,
03,55,16.2, -12,05,57, 6.00,
04,18,15.9, -20,42,56, 6.00,
05,30,48.4, +41,27,43, 6.00,
05,39,31.1, -03,33,53, 6.00,
05,46,45.4, +15,49,21, 6.00, 129 TAU
05,54,44.0, +00,58,06, 6.00,
06,16,35.5, -39,15,52, 6.00,
06,22,36.5, +12,34,12, 6.00,
06,59, 2.8, +38,03,08, 6.00, 62 AUR
07,39,57.9, -37,34,46, 6.00,
08,28,50.9, -09,44,54, 6.00,
08,50,20.9, -42,05,24, 6.00,
08,54,17.8, -05,26,04, 6.00,
09,11,40.9, -39,15,32, 6.00,
09,41,47.8, -55,12,50, 6.00,
10,19,26.8, +48,23,47, 6.00,
10,20,31.0, +54,13,01, 6.00,
10,19,16.8, -12,31,41, 6.00,
10,32,47.6, -58,40,00, 6.00,
10,45, 3.9, +67,24,41, 6.00,
10,48, 5.3, -59,55,09, 6.00,
10,59,32.7, +36,05,35, 6.00,
11,04,31.1, +38,14,29, 6.00, 51 UMA
12,10,59.9, +81,42,36, 6.00,
12,27,24.6, -63,47,21, 6.00,
12,38,44.6, -18,15,01, 6.00,
12,43, 9.1, -56,10,34, 6.00,
12,54,18.6, -11,38,55, 6.00,
13,01,46.7, +63,36,37, 6.00,
13,39,59.6, -49,57,00, 6.00,
13,42,55.9, -56,46,05, 6.00,
13,56,32.9, -54,42,16, 6.00,
13,58,39.8, +14,38,57, 6.00,
14,09,34.8, -51,30,18, 6.00,
14,23,48.3, -53,10,36, 6.00,
15,39,22.1, +36,38,12, 6.00, ZE1 CRB
15,48,13.2, +13,47,19, 6.00,
16,53,17.5, +47,25,01, 6.00,
17,00,27.0, -48,38,52, 6.00,
17,18, 4.9, +17,19,04, 6.00,
17,27,37.4, -29,43,28, 6.00,
17,58,42.2, +36,17,16, 6.00,
18,04,50.2, -35,54,06, 6.00,
18,16,52.9, -03,00,26, 6.00,
18,22,35.2, +12,01,44, 6.00,
18,39,52.7, +52,11,46, 6.00,
19,15, 2.5, +20,12,12, 6.00,
19,16,51.2, +46,59,57, 6.00,
20,42, 3.1, -76,10,50, 6.00, MY1 OCT
21,20, 9.4, -45,01,21, 6.00,
21,46,16.2, -09,16,33, 6.00, 47 CAP
22,00, 7.8, +06,43,02, 6.00, 18 PEG
23,38,24.1, -76,52,12, 6.00,
23,55,33.7, +57,24,44, 6.00,
23,55,33.5, +47,21,21, 6.00,
00,09,20.1, +79,42,54, 6.01,
00,39,51.9, -44,47,48, 6.01,
01,35,15.2, -58,08,22, 6.01,
01,55,53.7, +01,50,59, 6.01,
02,11,22.2, -10,03,08, 6.01,
02,42, 6.5, -38,23,02, 6.01,
03,38,47.6, -27,56,35, 6.01, TA FOR
04,07,42.0, +15,09,46, 6.01,
04,21,31.3, -25,43,43, 6.01,
04,33,48.0, +09,24,47, 6.01,
04,46,16.8, +18,44,05, 6.01,
05,09,45.0, +28,01,49, 6.01,
06,53, 3.3, +35,47,18, 6.01,
07,13,23.8, -22,40,24, 6.01,
07,20,54.9, -26,57,49, 6.01,
07,40,35.4, -08,11,09, 6.01,
08,01,42.3, +60,19,28, 6.01, 53 CAM
08,12,13.2, +17,38,51, 6.01, ZE2 CNC
08,12,59.7, +16,30,51, 6.01,
08,24,36.3, -04,43,01, 6.01,
08,25,19.1, -21,02,45, 6.01,
09,10,20.8, +21,59,47, 6.01, 79 CNC
09,26,22.2, -01,27,50, 6.01,
09,51,14.0, -04,14,36, 6.01, 6 SEX
10,27,25.3, -65,42,17, 6.01,
12,10,46.1, +27,16,53, 6.01,
12,58,47.1, +75,28,21, 6.01,
13,32, 2.7, -18,43,44, 6.01, 73 VIR
13,38,49.0, -57,37,23, 6.01,
13,50,24.7, +05,29,49, 6.01,
14,32,20.2, +26,40,38, 6.01,
14,53,23.6, +19,09,10, 6.01,
15,12,33.8, -72,46,13, 6.01,
15,24, 4.9, +45,16,15, 6.01,
15,40,59.1, +16,01,29, 6.01, TA6 SER
15,47,28.8, -37,54,59, 6.01,
15,51,31.4, -47,03,38, 6.01,
16,03,34.2, -32,00,02, 6.01,
17,05,16.8, +00,42,09, 6.01,
17,12,58.6, -32,26,19, 6.01,
17,44,55.7, -57,32,42, 6.01,
17,58,39.0, -28,45,33, 6.01,
18,16, 5.5, +02,22,40, 6.01,
18,43,36.0, +36,33,24, 6.01,
19,00, 3.4, -66,39,13, 6.01,
19,00,55.1, +33,48,08, 6.01,
19,41, 5.4, +13,48,56, 6.01,
20,01,23.8, -22,44,14, 6.01,
20,04,28.7, +48,13,47, 6.01,
20,12,31.6, +51,27,49, 6.01,
20,40,17.7, +60,30,19, 6.01,
20,58,41.8, -14,28,58, 6.01,
21,45,28.6, -71,00,31, 6.01,
22,00,24.0, -55,52,58, 6.01,
22,10,33.7, -04,16,01, 6.01,
22,53, 3.7, +60,06,04, 6.01,
00,04,36.6, +42,05,32, 6.01,
00,43,50.1, -12,00,43, 6.02,
01,16,18.7, +33,06,53, 6.02,
01,29,52.8, +18,21,21, 6.02, 97 PSC
01,58,33.2, +61,41,53, 6.02,
02,11,12.0, +25,56,13, 6.02, 16 ARI
02,56,33.3, +47,09,51, 6.02,
03,10,27.0, +26,53,47, 6.02,
03,49, 8.1, +43,57,47, 6.02,
04,31,51.7, +15,51,06, 6.02, 85 TAU
04,36,29.1, +23,20,27, 6.02,
05,10,18.9, +37,18,07, 6.02,
05,42,53.8, -06,47,46, 6.02,
05,56,56.1, +24,14,59, 6.02,
